Transaction ID,Customer ID,Transaction Date,Transaction Amount,Merchant,Location,Transaction Type,Card Type,Is Fraudulent
f3574f2d-3fb9-479a-ac86-6e32ad9960d2,b4cca993-a01a-4b31-8476-9ef1c0d51b8c,2023-11-25 23:43:49,639.58,Collins Inc,New Brittany,Online Purchase,Discover,Yes
9579f992-514d-491e-80a1-e900f3770211,a523ba71-fef3-4a15-b500-25c77c693ee0,2024-07-04 20:55:54,528.92,Lopez and Sons,Mauricefurt,ATM Withdrawal,MasterCard,No
f4b34d24-de9b-46f0-a567-87c395595d66,ab3946ed-f417-4f27-b9dc-7ffc83eb929f,2023-12-17 21:37:35,1342.75,"Green, Sanchez and Miller",Port Andrew,In-Store Purchase,MasterCard,No
9df64b2d-2da5-4efb-8304-a5027d7acafd,a61e9b62-207c-4a53-89a8-6fb5891a21be,2024-07-10 21:56:52,635.23,Buchanan Group,Johnborough,ATM Withdrawal,Visa,No
364ec0ae-e15c-4359-8d8a-8ffd669b6db5,96dd568b-d4e9-4cb3-b5df-5e5ea66c01a0,2023-12-22 21:23:27,538.57,"Ramirez, Martinez and Vargas",Natalieshire,ATM Withdrawal,MasterCard,No
acfc87f1-271e-40e9-a928-05fca25b5b59,4855a062-b9d8-4c69-8ea8-f70fe0594333,2024-05-18 04:40:08,270.45,Stephenson Group,West Michaelfurt,ATM Withdrawal,Discover,No
c0a73406-3972-4f1f-a6e2-9a85936b52ce,7f04d7b4-122d-41eb-b616-024f726aff5b,2023-12-31 12:01:15,1294.55,Adams-Bush,Patrickstad,In-Store Purchase,Discover,Yes
efba8b3d-d439-4f6f-ade3-a5c600d1775f,b34519d0-717f-4694-bff2-0f0bdc94c12f,2024-02-27 09:11:49,919.88,Torres Group,Lake Toddshire,ATM Withdrawal,Visa,No
e7e7ddbf-e4f4-419a-a906-99f6fc2469a9,b133ff1c-d346-4335-92c2-e9cc1ce923c8,2023-12-07 09:11:45,1858.75,"Singh, Long and Miles",Michaelstad,ATM Withdrawal,MasterCard,Yes
49d1dfaa-f42d-4648-9a57-969b126335df,3c7fff24-5991-486a-acbd-d2542b04c73b,2023-11-08 10:00:14,1872.11,"Arnold, Rogers and Cox",Trevinoport,ATM Withdrawal,MasterCard,No
41a88d0b-42a0-4dd5-87dd-ed1e34dfc3d6,4e9ee730-ea13-4cf6-a86a-2b5de0cc4d22,2023-12-10 20:06:22,28.54,Villegas-Anderson,Christopherbury,ATM Withdrawal,Visa,Yes
21b3a098-6a31-4935-bf59-fc93cef9e649,1a4ed253-1c1c-44de-9cb8-b17181075ade,2024-05-13 17:03:23,1246.11,Moses Inc,South Nancyfort,Online Purchase,Amex,Yes
fbebfa9f-7491-44f3-84d9-9229b750b9a6,f35eb38a-4412-4f18-ad66-88625093ee83,2023-11-20 10:43:55,1130.36,Salas-Mason,Lake Chelseaburgh,Online Purchase,Amex,Yes
8187ef44-c566-4a30-90d8-277b373dba89,1827e89f-87de-4350-aeae-28c22be0afd4,2023-12-02 18:40:50,208.96,Robinson Group,Johnmouth,ATM Withdrawal,MasterCard,Yes
02573150-409e-4303-b3c8-9cecb2d627a4,85bc1fac-e89a-439c-897f-3e6b0ae8a51d,2024-06-02 06:07:56,1079.89,"Williams, Miller and Suarez",West Natasha,In-Store Purchase,MasterCard,No
2d821a1a-64fd-41c5-a7ef-bbdcefb1c5b1,9814e2d7-56d5-469f-af02-afd7e328fc34,2024-03-19 22:30:25,1016.71,"Kane, Rodriguez and Williamson",Port Grace,In-Store Purchase,Visa,No
347c6d52-d1e9-48c6-8a29-69a68febfa26,0d3ea71d-be82-4479-8bda-40127814dedb,2023-12-23 17:41:05,273.59,"Waters, Wall and Hansen",North Emily,Online Purchase,Discover,No
c4d77971-61e3-4ed6-ae89-48a462f28399,dc553b91-8637-44a9-a886-7a4290e10a15,2024-05-05 08:51:41,704.53,Stanley LLC,East Timothyview,Online Purchase,Discover,No
ad2bc7e4-7097-4d6e-9a5a-c4d6c6ec85e8,286901c4-0b71-4b0c-96ba-045b8bed6936,2023-08-25 10:31:11,146.89,"Marshall, Burch and Greene",West Christophermouth,ATM Withdrawal,Visa,No
5558e59b-86bf-4cd3-a22f-087fc9438450,55fc7a69-fafe-42df-aa11-798b30348588,2024-07-25 21:56:50,496.13,Stephenson-Dixon,Port Joshua,In-Store Purchase,Visa,No
c1342c79-d8d2-4746-854b-196a470004af,30dc0c0f-6aed-42a2-b4ea-381bb4b7080f,2023-12-08 05:55:25,577.12,Mueller LLC,Clarkburgh,Online Purchase,Discover,Yes
d117f43f-b8d1-433a-9230-14c924d8eca9,21ebd875-5a4e-45e0-870f-81743bd62046,2024-07-09 23:38:44,881.99,White-Velazquez,Lake Tiffanymouth,Online Purchase,Visa,No
654aca63-d3a8-45b1-9d22-25c50b851309,f3c81971-cc1f-45ab-a650-74e71377aa1f,2024-01-15 23:56:59,1091.0,Osborne-Schultz,North Shawnport,In-Store Purchase,Visa,Yes
d664280c-8b8c-4f02-a387-08015f4db8b9,599b6339-e9e1-4ff5-a7ab-2222658e2f25,2024-01-21 14:22:57,612.01,"Baker, Nicholson and Nguyen",Shannonhaven,ATM Withdrawal,MasterCard,No
a2114469-cd85-4042-8ad7-38a85ed34aad,2e18c9cc-e850-4592-a458-a22fe865f61b,2024-06-04 06:38:36,1967.87,Morales-Brown,Joshuastad,In-Store Purchase,MasterCard,Yes
81b1bee9-619c-46ba-863a-28edde4427f4,7e30d91d-b56c-4d0c-b914-a8692a9e51c5,2024-02-25 21:47:04,1616.13,"Kelly, Blair and Stone",Washingtonton,In-Store Purchase,Visa,No
ea075dd3-e753-4df5-a837-fc32c6b30e15,874a0389-2cbd-4bcb-bb9a-b85ec7c2dfe7,2024-05-10 11:05:10,1062.59,Lane LLC,Susanport,In-Store Purchase,Visa,Yes
704647f5-b891-4331-893f-e463cd51e0b6,4b0a408c-8242-4bf4-bd51-4b1a030e612f,2024-07-07 10:07:24,1339.05,"Herrera, Martinez and Austin",Jamesshire,Online Purchase,MasterCard,Yes
acdde26a-049c-4cbd-92c0-e4ae8a0ce7b0,84715b9e-22d7-4b1d-a6cc-dbe801415c50,2023-09-09 15:30:17,1113.66,Baker Ltd,North Adamstad,ATM Withdrawal,Visa,Yes
e2c262c1-7760-4df4-9ac9-e0dce7dc3c86,bab4b3e6-e69b-4817-999b-93cabe6cea6a,2023-09-03 04:27:13,1864.19,Singleton-Hull,Ericahaven,In-Store Purchase,Amex,Yes
055db802-62f9-4f8e-a94a-7dea2f68fa0c,38365d54-073f-4ccd-948a-015b1d477788,2023-11-22 10:56:30,216.14,"Thomas, Collins and Smith",Lauraburgh,In-Store Purchase,MasterCard,No
0fe9be0b-40d7-4440-a706-9dca4b055480,5f4ebc0c-84fb-433e-a3a3-3cb04d36311a,2024-06-16 21:04:22,1757.47,"Reese, Anderson and Wright",Schmittmouth,In-Store Purchase,Visa,Yes
da2dd2ee-4ca4-4bf4-b5bb-3c5a6fa94d3c,09922844-b50f-4ed3-8ac2-ed0d2e7b1370,2023-10-30 05:54:28,536.29,"Decker, Morrison and Decker",West Kimberlyton,ATM Withdrawal,Amex,Yes
845bfce9-6d28-4cfc-adb8-2718b4eef3da,b2326bf6-79db-4d94-b5a3-27d30ab27065,2024-05-28 12:08:44,1780.53,Chavez Ltd,Kyleborough,ATM Withdrawal,MasterCard,Yes
846ee378-b9ce-4f61-b1c7-e6b9b6828c65,8ad27288-2f84-4062-9fdb-43e9797c0887,2024-04-26 19:00:45,1487.41,Dalton-May,North Johnhaven,In-Store Purchase,Amex,No
4761ecb1-d32c-4aa8-9c72-f68876c9520a,54eed3e8-143e-46bb-93db-47f7e547d1f1,2024-05-02 09:04:51,319.34,Lopez PLC,Dianefort,ATM Withdrawal,Discover,Yes
617fa02a-def3-4bf8-9d0c-415c77c2ab7b,f91429b7-066d-4331-8efb-c436b14a4c7e,2024-01-04 20:51:21,570.69,Fox-Newman,South Jessicaville,In-Store Purchase,Discover,Yes
4d31ca4c-4790-4cba-bf2a-e4be98ef425d,3f1c5c14-5f07-485c-98a2-dad9a86a72c3,2024-03-12 01:08:12,429.15,Brewer-Hill,Farmerfort,In-Store Purchase,Amex,Yes
34dbb3ea-e451-4ed8-9398-6fbcb3390e0a,4a676db0-429f-4e21-add0-779082bd0e56,2023-10-30 05:42:09,692.33,Schneider-Oconnell,Hoffmanview,ATM Withdrawal,Discover,Yes
e9a74c57-9729-40a3-a6b7-cf308afba3de,33813e92-6841-4b4a-b7e9-975feea34e7e,2023-12-01 14:16:49,1378.12,"Perez, Newman and Sheppard",Port Briannashire,In-Store Purchase,Discover,Yes
57d66aee-b2e6-4fd3-83c5-c8aa1e46cff2,5b86498d-6524-4adf-ad51-620d69ca85ff,2023-09-26 05:57:45,1707.3,Gates-Reynolds,Jasonfurt,ATM Withdrawal,MasterCard,No
189446d8-4d30-490c-b6a4-c89317e71595,cfaa3eb7-349b-48dc-b4c2-3318b1026bc5,2024-01-31 14:06:16,1015.76,"Bell, Oliver and Navarro",Port Robert,Online Purchase,Discover,Yes
d9b39478-4ebf-4d40-9782-e1b304c26b93,faaffa1c-80de-493e-be66-8f2607778361,2024-07-15 01:52:15,509.73,"Hall, Martin and Lopez",Henrytown,In-Store Purchase,MasterCard,Yes
e672770a-b4f3-4e1a-9ab9-6b135f9b3760,717fb138-7b74-47b2-bc76-1f7bd33867ee,2024-06-26 04:49:23,1817.24,Chandler-Simpson,Melodyberg,Online Purchase,Discover,No
c5976e3a-5ba3-47cb-8c47-ef28a305499d,e1c70671-acd4-4cfb-b418-db33de7abce0,2024-07-13 13:24:34,111.09,Calhoun Group,Snyderhaven,Online Purchase,Visa,No
95d218ea-bca8-4756-aa34-ed47fa7dbd57,f3e9d6c8-f26b-45b8-900b-c97981f5c36c,2024-05-19 10:21:02,1272.23,"Freeman, Wolf and Collins",West Richard,In-Store Purchase,Visa,No
22d93c00-0c53-4a4c-a8f9-1b21664be8c2,1c18bce5-84e7-4d59-af90-16dd43768c4c,2024-07-05 22:20:46,1660.4,"Hall, Ramirez and Collins",North Lisachester,Online Purchase,Visa,No
2dddbded-d48b-4e9e-be5c-2d8b1e811513,fb29bbbc-9902-40f4-82cd-f823522964b0,2024-01-10 07:23:40,97.73,"Ryan, Mercado and Davis",West Carolynland,ATM Withdrawal,Discover,No
b8594fc5-f16a-453d-864c-7d72bec216f2,5f932d5e-940a-452e-86f9-dbdbe7f12cae,2024-07-21 17:19:40,673.78,Livingston Inc,Thompsonmouth,ATM Withdrawal,MasterCard,No
be102e89-0c84-4fa5-b59b-35bdafc415c8,48d6638c-3711-40bb-bedf-b5eaa1e0d18e,2023-09-03 15:05:19,270.33,"Hopkins, Vega and Miller",New Marvin,Online Purchase,Amex,Yes
55eb17d3-302b-493b-8ed2-0c1f2a5151e6,f79b78f4-2041-48e7-9999-7cd6e8638703,2024-02-17 18:11:25,1959.8,Montgomery and Sons,East Elizabethside,Online Purchase,Discover,Yes
a41e0a53-c059-4427-95d3-1602df3e9a38,4e6438b0-083b-48bb-b5ad-909cf731d9bd,2024-06-03 07:00:24,331.55,"Tucker, Woodard and Garrison",East Tinaland,Online Purchase,Amex,No
72ffc06b-e151-45ad-8dd5-8b5d83f1e2f1,ac9f5bcd-c37b-456c-bef2-c60921f34698,2023-12-26 17:03:47,889.25,Salinas Ltd,Lake Thomasstad,In-Store Purchase,Discover,No
0e9e6134-ecaa-496f-b782-8a2aaafa291c,c2786354-7848-4bec-9eb8-1ea8ec498df0,2024-03-10 22:56:03,1414.28,Keith LLC,Cooperport,In-Store Purchase,Amex,No
378d77f6-74bf-4e2b-8b55-0f9ab8e56d64,54e8848a-453e-4a12-a4d0-a98227adc3fe,2023-09-27 16:23:04,1126.2,"Scott, Watson and Boone",East Christina,In-Store Purchase,MasterCard,No
d1435b77-8e53-4c97-98e7-8a587d87b854,3175b025-831b-4746-a205-3db81f3c3a65,2024-05-29 03:38:56,232.63,"Jones, Miles and Dyer",North Jennifer,In-Store Purchase,MasterCard,No
04e44ed1-5628-49e6-b7cd-c77a792dd0e1,96d49b73-884e-4b28-9975-15968cdd2757,2023-09-23 22:18:45,1890.65,"Smith, Lang and Dyer",Isaacmouth,ATM Withdrawal,Discover,Yes
4e5d3747-3ba0-4cbc-bb8d-a922556d83d0,1e9b5081-d357-4d88-8674-9bf4e4a05bf0,2024-05-02 15:19:29,1385.13,Barnes LLC,North Rachel,Online Purchase,Amex,No
6a784d04-209a-44f1-99a1-b75d3fd30282,57ca636d-0414-4d9f-9334-e4cb3bf8c65e,2024-03-16 13:39:01,306.62,Barber Ltd,West Brendaville,In-Store Purchase,Discover,No
069d9920-ef10-4ef6-a98c-379affd271da,5543e703-760d-4503-8c35-a74c0b0a57bf,2024-01-28 03:37:08,81.7,Wilkerson and Sons,Hillborough,In-Store Purchase,Discover,No
0cabca65-c872-41a0-8b84-638bb6c0788b,0ddcd73b-b507-4cda-bb10-c7720016e476,2023-12-27 03:54:52,744.74,Nelson Inc,Phillipberg,In-Store Purchase,Amex,Yes
1b4b03e8-b2e7-43a1-8951-5f530e5b2013,efd23e3c-b360-4c62-b42c-4e7d52572b29,2024-01-04 11:49:10,1109.52,Grimes and Sons,North Adrienne,Online Purchase,Discover,Yes
6b300303-5330-420b-879b-6407a2a37c2e,31359e3c-9b83-4807-ae75-db7147587fc8,2024-01-01 13:23:57,865.28,Johnson Ltd,Brianborough,ATM Withdrawal,MasterCard,No
d3a8f447-ef11-48c7-882d-bb84b4fa1267,abf9e162-93de-413d-8754-46ac8741b263,2023-10-15 17:16:24,93.24,Edwards and Sons,Myersfort,Online Purchase,MasterCard,No
7d99ed0b-f181-429f-b1ab-f64e2de78740,23ddf98b-9524-41f7-b6d5-db6ff154edcf,2024-06-26 16:03:24,735.66,"Schmidt, Ellis and Coleman",Lake Shelbyburgh,In-Store Purchase,Amex,No
7435e699-e882-499f-8c37-fdd9c74f723b,82bc9917-a54c-458e-853a-37ceb52dc7e9,2023-11-04 19:13:08,1866.85,Rhodes-Jacobs,Port Melvin,ATM Withdrawal,Visa,No
0074048b-48fd-4d7d-9a8f-58418d430846,3b8a6b71-6954-4bc2-aaf9-e7e6f0bb3e06,2024-01-08 00:00:23,1944.67,Hernandez-Bailey,North Michael,ATM Withdrawal,Amex,Yes
a5d2ca94-b675-42f5-9c40-9d9cae373d83,c1a38007-ab7f-4bfd-8ccb-19a1c3ce5c49,2024-07-13 07:30:21,89.39,Perez-Solomon,Edwardsfort,Online Purchase,Amex,No
625c9916-57ec-42e5-a156-dc988eab499b,6bf9f87c-ec92-4434-a473-9adbfcba4318,2024-06-06 17:06:19,722.04,Klein and Sons,Ruizberg,In-Store Purchase,Visa,No
71bb8b59-0a66-43a5-81b8-e59bf3cc3b0c,43bfa611-10a4-4bb6-983e-042acc37aff5,2024-06-19 13:59:23,1367.31,"Cruz, Larson and Davis",South Gabrielleshire,Online Purchase,MasterCard,No
e7dce5fb-ae18-4659-b862-cc6f70a1109c,b20092ad-e5b4-4a3b-9680-456f62385838,2024-01-23 01:30:20,1337.2,Williams and Sons,East Laura,ATM Withdrawal,Visa,No
647b63d1-5028-47a8-853e-79a58984edd0,abde8f47-7939-4781-824c-f2f02fab9760,2024-06-19 22:27:51,713.82,Sanders Group,Jessicaview,In-Store Purchase,MasterCard,No
374165a9-18b1-47c7-95df-9c15674b1f6b,7ec9978e-a31d-4e86-91dd-f84d9883f4c8,2023-11-21 13:32:31,1124.17,"Davis, Mayer and Nguyen",South Chelseashire,ATM Withdrawal,MasterCard,Yes
f6f7f62a-41f0-4013-86a6-b5ec6f6e614a,84d9ac5c-ebca-4a0a-afd6-684c3ed0d99f,2023-09-22 17:03:52,1750.68,Harrington and Sons,Lake Taraview,In-Store Purchase,MasterCard,No
239d18bc-7965-4174-863b-6b45ddbc6b2a,e44ee36a-621f-431a-88b3-e2bea6d14852,2023-11-14 08:31:18,1947.94,"Walker, Campbell and Mcconnell",East William,ATM Withdrawal,MasterCard,Yes
dd4c36d5-b9e2-4a88-b383-b45baeea9519,1cdbeefb-e493-46da-8058-8130a95cc4c5,2024-01-19 00:20:09,1501.46,Mcclure Inc,Loweburgh,Online Purchase,Discover,Yes
3878d096-5dad-4a79-ac5c-7cf33cf34549,91a866f7-69ff-4121-90e4-367297dbac24,2024-07-26 17:49:52,1852.27,Jimenez-Bailey,Palmerbury,ATM Withdrawal,Discover,Yes
4922942e-8dee-44c4-9832-c37f4eebc3af,28709821-4f2d-4bcb-8ec3-c5170eeab28c,2024-05-03 03:29:52,481.11,Patel-Howe,East Jonathanstad,In-Store Purchase,Discover,Yes
ceb9f5ee-9954-4c9f-a855-e51ebd61db1a,dd5ecfe9-f3e3-4eb3-9e08-f4232bb2ddce,2024-02-11 02:55:16,333.38,Li-Duran,South Russellstad,Online Purchase,Amex,No
7823ff60-4e6d-4814-ae6b-8e2379b5fa03,d841e36e-e36e-4007-a713-fe57d8420c8d,2023-12-06 01:20:35,1601.78,Thomas LLC,North Ethanport,ATM Withdrawal,Visa,Yes
1042d765-5dd4-4de9-97e2-e5de3e3fc424,36dcdbdd-7636-4006-be94-2428fa66f82d,2023-09-02 10:17:00,362.33,"Serrano, Tran and Vargas",Joemouth,In-Store Purchase,Amex,No
ac5385b4-67bf-411a-b042-aef52734446e,086512d9-5c41-41a9-896c-063625e15d9f,2023-08-30 10:00:38,830.47,White Group,East Markbury,In-Store Purchase,Visa,No
a9d0360a-1ac0-4d07-8bc8-2a7ec4fc385c,98f4d681-79c4-49c5-84b2-6d06d93fa4db,2024-02-15 09:57:03,366.93,Berry-Rodriguez,Rogersshire,Online Purchase,MasterCard,No
16b1c0cd-7975-4339-ad88-8a4fb33f3e76,f56e8647-557b-4285-b7d2-dced21777e5c,2024-02-28 00:32:58,1849.73,Flores-Phillips,Sherrybury,In-Store Purchase,MasterCard,Yes
93895fbc-dffa-4120-827f-00341d4b4433,53b4e2b2-75ba-4ab0-82f6-60720a128639,2024-07-06 13:22:55,1566.95,Lewis and Sons,North Brittanyton,ATM Withdrawal,Visa,Yes
2ec3c22f-2406-49f2-be67-c5bf05887f0b,b6d920f3-5b92-441d-bc0f-78d5f5f90a8d,2023-12-03 15:41:00,829.31,"Schmidt, Walker and Santana",Matthewberg,Online Purchase,Amex,No
6e959570-7f04-4f93-bf29-afce789e15ae,784a55dc-fe38-423e-9119-30f8647f0114,2024-04-13 02:00:01,1343.12,Freeman-Lopez,Douglasland,Online Purchase,MasterCard,Yes
6192ffba-03e6-486d-8acf-b040cb8f6d2b,cdd8d95b-95fd-4f5f-86e2-4bd99c33f326,2024-05-12 01:53:50,1472.76,"Sharp, Long and Stewart",Port Steven,Online Purchase,Visa,No
c7ef4846-f8dc-4ad0-8e46-d11e7eec7445,af675ebe-f994-4273-a98d-14eb202ba133,2024-04-17 10:47:21,503.85,"Allen, Dean and Cortez",West Brian,ATM Withdrawal,Discover,No
d09f60cf-a5b8-46b9-9e45-a6ab6252e9d8,449bf835-0689-449c-a9e4-8509c1f8bce0,2024-01-22 02:01:29,326.8,"Butler, Vincent and Brown",North Andrew,ATM Withdrawal,MasterCard,No
94561ee3-7cf5-47c3-9aa6-35eaafeb334b,9ead9083-c961-42a9-96a7-3ba1c1f9597b,2024-02-03 03:22:16,1405.54,"Odonnell, Wood and Thomas",Josephtown,Online Purchase,Discover,Yes
8046afcd-fc77-4c75-aac2-579eb0ba0c29,0a08d4cc-29dc-4661-aeab-772a3b7ef215,2024-07-15 01:26:02,771.26,"Rogers, Mooney and Torres",Robinsonberg,In-Store Purchase,MasterCard,Yes
74466aa0-9ed4-4684-a888-38dda971e230,ecee6bc1-fe75-41c1-b73b-325accd7bb1a,2024-03-09 18:19:40,87.06,"Mclaughlin, Williamson and Dixon",West Katiechester,Online Purchase,Discover,No
8a3776c6-7c38-4691-8d15-ed19eb0f4a19,9f4de998-45fe-4860-adc9-efa31c41b2d2,2024-07-06 21:19:27,946.67,Mckinney Inc,Christinechester,Online Purchase,MasterCard,Yes
de644cfd-f8e4-446f-b84c-293fc01c1a25,fe06ff41-cbd4-4c12-ba92-98aea5ff41e0,2024-06-09 03:31:03,407.15,Brown PLC,Michaelport,ATM Withdrawal,Discover,Yes
609c9b18-423c-4d3c-947a-f78f527f4cb2,d3a90612-440c-4a0d-98b0-8fcea7ec68d3,2023-11-11 14:24:06,1837.72,Clements-Ellis,East Lori,ATM Withdrawal,Visa,Yes
a079060b-0fdb-4ff5-b74e-abb540049987,82c10caf-db3a-40a2-9c8e-548c71438074,2024-07-02 12:17:11,705.82,"Carlson, Mills and Banks",Steinview,Online Purchase,MasterCard,No
4b6353aa-6ffc-45b7-9ba8-9a776e038ffa,ecdefa77-914b-4006-825f-c85337aa2886,2023-09-02 23:04:17,1642.87,Christensen LLC,East Rachelchester,Online Purchase,Amex,No
b6559f69-c287-4c27-ba3f-40e5a939c027,ef96696f-c10c-47f3-8a05-03433aba22fb,2023-09-13 01:41:26,1743.93,"Zuniga, Rodriguez and Lam",Lake Anthony,Online Purchase,Amex,Yes
a0b995e0-4e45-4b3f-98df-e8d6a675d2bd,55337b5b-36f4-403a-8e87-a2642cde0d55,2023-12-03 08:06:37,453.62,Baker-James,Brandonport,ATM Withdrawal,Amex,No
d6671d72-1d7b-449e-beb5-b883ef78b6a6,d37ea7a9-1958-4410-b95a-7fec8606c4e9,2024-02-19 10:20:28,1323.47,"Smith, Joseph and Gregory",Port Kenneth,ATM Withdrawal,Amex,Yes
843bf894-df62-484e-83de-37ac3d15e34c,cf9981b5-5815-41f6-b6d9-55a399a02769,2024-08-13 05:35:15,802.95,Simmons-Phillips,Robertport,In-Store Purchase,Discover,Yes
051efad1-23c4-4583-aa84-ff1abb74e730,ef22d6a2-211c-4bbc-bd43-cd207576496e,2023-09-23 18:02:07,564.42,Rodriguez-Byrd,Ortizhaven,In-Store Purchase,MasterCard,Yes
0328a62a-c208-4150-a49d-e5e2f29dbd42,7784eed2-e4f9-4a91-8162-43d4b2ba9e73,2023-12-26 23:50:34,148.15,"Ayala, Dyer and Griffin",West Aprilstad,Online Purchase,Visa,Yes
c81452fd-6f12-4196-b37c-78fcfcf123d1,91fc0fcd-84b8-4ad1-96fd-448cf659a032,2024-06-16 17:57:26,1548.92,Little Ltd,New Teresatown,ATM Withdrawal,Visa,Yes
c6f56ab1-c3cc-42aa-ad17-890f4c6a7006,b4a4d177-5d33-4fd0-8761-01bea35562bb,2024-05-27 11:19:37,708.78,Weaver PLC,North Michael,Online Purchase,Amex,Yes
6032eac5-f270-4736-8a8a-00ec546fd080,17c677d5-1693-4d6a-a1c3-f8ceb25c22a2,2024-01-08 03:18:06,1023.72,Thomas Group,East Lauraburgh,In-Store Purchase,Amex,No
620b9abd-2dea-44d7-b48e-4809700a9d71,bc8d8faf-3daa-42db-be2d-99d07951ae71,2024-07-02 00:45:56,1362.24,"Butler, Chen and Berger",Port Ashley,In-Store Purchase,MasterCard,No
acd7147d-2cef-443f-a11a-03fec057af32,c9c6a7d6-9358-42c3-a2a4-df4558600b67,2024-02-28 00:15:14,1688.89,Black LLC,Wattsbury,In-Store Purchase,Amex,No
05f39db6-1763-4bba-8e8a-6d799fd7b69e,8c220b4e-4600-43a6-b753-ad905dfefd38,2023-09-07 13:30:27,668.99,"Davies, Anderson and Wright",Browntown,In-Store Purchase,Discover,No
85ea228e-5edf-4d41-af00-c58a63703289,64cbbc77-084b-4d11-a08e-83fac0860551,2024-06-13 23:50:43,64.93,"Young, Simon and Flores",North Lisa,Online Purchase,Amex,No
234b1be3-c167-4827-a2b3-7cb1a3c8b654,ca53a010-d9b8-4aa7-be7e-1428ca04e26f,2023-09-02 15:01:43,1755.31,Shea-Castro,Meyerville,ATM Withdrawal,Visa,Yes
fd092283-6f95-4751-9003-75308fc92598,0e089891-65ce-4ec0-a709-85039a7a79f9,2024-05-23 16:57:57,529.82,Estrada-Gonzalez,Davidbury,ATM Withdrawal,MasterCard,No
b463ce1e-9145-4e15-8bc9-c4bfcde16402,e6e00da4-b8d2-4919-b38a-7c601eabf0ed,2024-02-04 15:00:18,1165.37,"Jones, Chandler and Warren",North Kimberlyside,Online Purchase,Amex,No
f931701d-5832-4aa1-a95e-d9812dc88bec,a60ea0ce-4162-42b9-89d3-8b2b4132b969,2024-07-17 14:47:07,1967.27,Edwards-Francis,Bellchester,In-Store Purchase,MasterCard,No
ef6c9bb9-4b8e-416e-ab3a-3f7f2c213c39,4fbb09f6-af63-4a5e-b978-55aa00ae33a1,2024-06-13 09:43:53,86.13,"Harper, Jones and Johnson",Lake Douglaschester,Online Purchase,Visa,No
106b1987-3e63-4b9f-be10-39b0faf105c1,0ebd7277-2538-40a2-a168-2e8128ecb3ba,2024-02-21 04:07:59,1197.18,Young-Murray,West Brandon,Online Purchase,MasterCard,Yes
5379d4a0-1238-4461-a226-07c2773e34f4,97b79ce6-9c83-4d6e-b893-2ef3b90f6b76,2024-07-25 13:42:17,697.92,Green-Carter,Port Brian,In-Store Purchase,Discover,No
f29c8fd4-a742-4318-aebd-a766a4d55028,8ecae20f-885c-43b0-ac2c-d3e921a0824c,2023-11-07 22:33:56,1574.99,"Shaffer, Bradley and Henderson",North Mitchell,ATM Withdrawal,MasterCard,No
30c722b9-902c-4afa-b362-a14471d52bd9,89063940-cccd-455a-bf38-e84c3fee9676,2024-07-30 10:12:54,878.42,"Hurley, Shannon and Barnes",Scottville,ATM Withdrawal,Amex,No
f5eea107-5399-4eac-897c-054b638841cd,dc7fa18e-3f44-406d-8bfa-29c30a9e2ff1,2023-11-04 19:11:38,1968.63,Herrera-Roberts,North Mark,Online Purchase,Amex,Yes
